Timestamp,UserID,Customer Name,Area Pincode,Distance from Nearest Postal Service,Time Slot,Traffic Pattern,Region,Success Indicator,User Rating
2024-04-13 22:31:35.585778432,UID000050,Monica Smith,700020,4.5,16:00-17:00,Light,South,1,5
2024-04-13 22:40:30.071523072,UID000036,Michele Gonzalez,700002,2.5,12:00-13:00,Moderate,North,1,1
2024-04-13 22:43:15.175254272,UID000039,Richard Simmons,700005,4.0,14:00-15:00,Light,West,1,0
2024-04-13 22:45:07.438175232,UID000091,Michael Rodriguez,700019,6.5,16:00-17:00,Moderate,Central,1,3
2024-04-13 22:45:37.317478144,UID000025,Michael Sparks,700003,2.5,10:00-11:00,Light,West,0,0
2024-04-13 23:01:52.444080640,UID000032,Thomas Gonzales,700006,5.0,09:00-10:00,Light,Central,1,0
2024-04-13 23:20:52.676791552,UID000063,Angela Mora,700007,5.5,17:00-18:00,Light,South,1,3
2024-04-13 23:21:48.809347584,UID000069,Jerry Thomas,700011,7.0,13:00-14:00,Moderate,Central,1,4
2024-04-13 23:26:49.324241664,UID000015,Wanda Foster,700014,4.0,11:00-12:00,Moderate,East,1,4
2024-04-13 23:27:28.043709696,UID000003,Anthony Zimmerman,700003,2.5,11:00-12:00,Moderate,North,1,2
2024-04-13 23:28:25.834697472,UID000000,Kathleen Watkins,700019,6.5,12:00-13:00,Light,South,0,0
2024-04-13 23:29:33.687677184,UID000041,Kristen Miller,700001,2.0,14:00-15:00,Light,West,1,3
2024-04-13 23:49:49.719996672,UID000011,Lynn Adams,700001,2.0,17:00-18:00,Moderate,Central,1,3
2024-04-13 23:50:32.096554240,UID000071,Samuel Johnson,700010,2.0,12:00-13:00,Light,South,1,5
2024-04-13 23:52:19.590145024,UID000013,Linda Waller,700009,6.0,17:00-18:00,Moderate,Central,0,0
2024-04-14 00:14:34.503404288,UID000086,Chris Bolton,700012,4.0,17:00-18:00,Light,South,1,0
2024-04-14 00:15:15.446567936,UID000068,Billy Munoz MD,700010,2.0,13:00-14:00,Light,North,1,3
2024-04-14 00:22:02.160913152,UID000066,James Thompson,700015,4.5,17:00-18:00,Moderate,North,0,0
2024-04-14 00:29:07.694676992,UID000064,Duane Morgan,700016,5.0,13:00-14:00,Moderate,West,1,3
2024-04-14 00:51:32.149271808,UID000088,Carla Fowler,700002,2.5,17:00-18:00,Light,South,1,3
2024-04-14 00:52:03.035063808,UID000093,Gregory Cochran,700001,2.0,16:00-17:00,Moderate,Central,1,1
2024-04-14 00:58:21.211441152,UID000087,Christopher Stephens,700010,2.0,12:00-13:00,Moderate,East,0,0
2024-04-14 00:59:48.096033024,UID000061,George Washington,700020,4.5,11:00-12:00,Moderate,North,0,0
2024-04-14 01:10:20.207790592,UID000070,Sarah Petty,700008,3.5,12:00-13:00,Moderate,West,1,3
2024-04-14 01:12:22.076363776,UID000037,Nicole Diaz,700010,2.0,11:00-12:00,Light,East,1,2
2024-04-14 01:12:59.643207680,UID000092,Joel Maldonado,700007,5.5,15:00-16:00,Light,North,1,5
2024-04-14 01:15:18.712155648,UID000083,Mark Schneider,700011,7.0,15:00-16:00,Light,East,0,0
2024-04-14 01:35:45.695680768,UID000069,Jerry Thomas,700011,7.0,11:00-12:00,Moderate,South,0,0
2024-04-14 01:42:40.720858624,UID000005,Raymond Hill,700012,4.0,09:00-10:00,Moderate,North,1,0
2024-04-14 01:47:50.129174528,UID000022,Mr. Michael Robinson,700006,5.0,10:00-11:00,Moderate,South,1,3
2024-04-14 01:49:32.826026496,UID000017,Christina Evans,700010,2.0,09:00-10:00,Moderate,North,1,0
2024-04-14 01:53:55.127394304,UID000041,Kristen Miller,700001,2.0,12:00-13:00,Moderate,North,0,0
2024-04-14 01:55:56.508434176,UID000076,Brittany Miller,700006,5.0,13:00-14:00,Moderate,South,1,2
2024-04-14 01:58:51.703120896,UID000035,Christina Duran,700011,7.0,10:00-11:00,Light,South,1,4
2024-04-14 02:12:16.758620416,UID000010,Madison Gonzalez,700007,5.5,10:00-11:00,Moderate,North,0,0
2024-04-14 02:18:43.303430144,UID000001,Shawn Zuniga,700001,2.0,13:00-14:00,Moderate,Central,1,3
2024-04-14 02:48:02.496165376,UID000034,Michael Horton,700007,5.5,16:00-17:00,Light,South,1,4
2024-04-14 02:51:56.965977088,UID000060,Donald Davis,700004,2.5,11:00-12:00,Light,East,1,0
2024-04-14 03:01:52.418262272,UID000025,Michael Sparks,700003,2.5,13:00-14:00,Light,West,1,1
2024-04-14 03:03:23.669954048,UID000046,Michelle Howard,700019,6.5,13:00-14:00,Light,West,1,4
2024-04-14 03:08:03.630240000,UID000085,Erica Cummings,700012,4.0,11:00-12:00,Light,West,1,4
2024-04-14 03:24:52.653891584,UID000074,Jerry Gordon,700008,3.5,16:00-17:00,Moderate,West,1,1
2024-04-14 03:26:18.186928384,UID000092,Joel Maldonado,700007,5.5,16:00-17:00,Light,Central,0,0
2024-04-14 03:35:21.715949056,UID000008,Kelly Barrett,700018,6.0,10:00-11:00,Moderate,South,1,1
2024-04-14 03:43:18.729764864,UID000067,Gabriel Lara,700011,7.0,11:00-12:00,Light,East,0,0
2024-04-14 03:44:42.484381440,UID000019,Michael Johnson,700003,2.5,15:00-16:00,Light,North,1,5
2024-04-14 03:48:40.361396224,UID000093,Gregory Cochran,700001,2.0,12:00-13:00,Moderate,North,0,0
2024-04-14 03:50:55.973759744,UID000065,Michael Farmer,700002,2.5,13:00-14:00,Light,West,1,5
2024-04-14 03:54:32.524173056,UID000032,Thomas Gonzales,700006,5.0,14:00-15:00,Light,South,1,1
2024-04-14 04:06:14.204831232,UID000031,Derek Harris,700006,5.0,09:00-10:00,Light,North,1,5
2024-04-14 04:07:36.220973312,UID000077,Whitney Reyes,700013,5.5,17:00-18:00,Moderate,South,1,4
2024-04-14 04:08:07.252973824,UID000095,Mr. Kevin Mckinney,700001,2.0,16:00-17:00,Moderate,South,1,1
2024-04-14 04:11:39.637379584,UID000006,Cathy Hawkins,700006,5.0,12:00-13:00,Light,West,1,2
2024-04-14 04:15:41.118771200,UID000021,Allen Gonzalez,700007,5.5,09:00-10:00,Light,South,1,4
2024-04-14 04:15:54.830410752,UID000053,Wayne Owens,700011,7.0,10:00-11:00,Light,Central,1,2
2024-04-14 04:19:17.112154624,UID000063,Angela Mora,700007,5.5,13:00-14:00,Light,Central,0,0
2024-04-14 04:21:01.975552512,UID000055,Jessica Phillips,700014,4.0,10:00-11:00,Light,East,1,1
2024-04-14 04:29:55.356594432,UID000096,Jason Smith,700014,4.0,11:00-12:00,Moderate,West,1,5
2024-04-14 04:32:51.663382016,UID000097,Jamie Higgins,700014,4.0,12:00-13:00,Light,West,1,0
2024-04-14 04:40:20.791980544,UID000048,Betty Harper,700005,4.0,17:00-18:00,Light,South,1,2
2024-04-14 04:44:03.874894848,UID000078,James Brown,700011,7.0,10:00-11:00,Light,East,1,5
2024-04-14 04:46:35.600586752,UID000099,Angela Jones,700007,5.5,11:00-12:00,Moderate,East,0,0
2024-04-14 05:05:27.654123008,UID000062,James Williams,700018,6.0,09:00-10:00,Moderate,East,0,0
2024-04-14 05:14:37.968385536,UID000090,Sarah Walters,700011,7.0,10:00-11:00,Moderate,South,1,5
2024-04-14 05:15:07.153611008,UID000073,Michael Gonzalez,700004,2.5,10:00-11:00,Light,West,1,4
2024-04-14 05:17:50.785880064,UID000056,Nicole Beltran DDS,700019,6.5,09:00-10:00,Light,West,1,5
2024-04-14 05:21:06.049110016,UID000086,Chris Bolton,700012,4.0,10:00-11:00,Light,Central,1,0
2024-04-14 05:31:02.207038720,UID000039,Richard Simmons,700005,4.0,11:00-12:00,Moderate,North,1,4
2024-04-14 05:32:25.854841856,UID000089,John Lane,700015,4.5,12:00-13:00,Light,East,1,0
2024-04-14 05:36:58.435280384,UID000094,Cameron Wilson,700005,4.0,12:00-13:00,Light,West,1,0
2024-04-14 05:58:10.269340160,UID000016,Julie Sims,700003,2.5,16:00-17:00,Moderate,West,1,3
2024-04-14 06:07:23.029755648,UID000064,Duane Morgan,700016,5.0,10:00-11:00,Moderate,North,1,4
2024-04-14 06:16:07.403274496,UID000068,Billy Munoz MD,700010,2.0,11:00-12:00,Light,South,0,0
2024-04-14 06:25:01.669885696,UID000026,Mr. Mark Gonzales,700007,5.5,09:00-10:00,Light,Central,1,1
2024-04-14 06:42:02.990446848,UID000033,Kim Gardner,700007,5.5,16:00-17:00,Light,West,1,5
2024-04-14 06:44:48.638136320,UID000080,Holly Young,700013,5.5,16:00-17:00,Moderate,South,1,0
2024-04-14 07:17:34.466768128,UID000028,Frank Bell,700002,2.5,16:00-17:00,Light,Central,0,0
2024-04-14 07:36:28.769087232,UID000092,Joel Maldonado,700007,5.5,13:00-14:00,Moderate,North,1,2
2024-04-14 07:45:00.548358400,UID000019,Michael Johnson,700003,2.5,11:00-12:00,Light,Central,1,5
2024-04-14 08:05:15.994113792,UID000091,Michael Rodriguez,700019,6.5,10:00-11:00,Moderate,East,1,2
2024-04-14 08:07:36.027991808,UID000053,Wayne Owens,700011,7.0,10:00-11:00,Light,East,0,0
2024-04-14 08:17:11.937069056,UID000007,Sarah Parsons,700003,2.5,17:00-18:00,Light,South,1,1
2024-04-14 08:43:34.229697792,UID000063,Angela Mora,700007,5.5,09:00-10:00,Moderate,Central,1,2
2024-04-14 08:46:41.576589824,UID000070,Sarah Petty,700008,3.5,09:00-10:00,Moderate,South,1,2
2024-04-14 08:47:58.004122112,UID000059,Frances Reyes,700019,6.5,15:00-16:00,Light,South,1,3
2024-04-14 08:56:35.769855744,UID000029,James Berry,700019,6.5,15:00-16:00,Moderate,West,1,4
2024-04-14 08:56:59.658434560,UID000039,Richard Simmons,700005,4.0,16:00-17:00,Light,Central,0,0
2024-04-14 09:01:30.780646656,UID000021,Allen Gonzalez,700007,5.5,13:00-14:00,Peak,Central,0,0
2024-04-14 09:11:27.704399360,UID000002,Richard Miller,700012,4.0,09:00-10:00,Heavy,Central,0,0
2024-04-14 09:12:50.896239616,UID000068,Billy Munoz MD,700010,2.0,17:00-18:00,Heavy,West,1,1
2024-04-14 09:13:19.412594944,UID000040,Kayla Coleman,700015,4.5,10:00-11:00,Moderate,Central,0,0
2024-04-14 09:19:48.967505408,UID000097,Jamie Higgins,700014,4.0,15:00-16:00,Moderate,East,1,4
2024-04-14 09:20:29.916237056,UID000082,Maria Cook,700015,4.5,11:00-12:00,Moderate,North,0,0
2024-04-14 09:30:02.054057984,UID000049,William Salas,700015,4.5,10:00-11:00,Peak,North,1,2
2024-04-14 09:38:51.533858816,UID000088,Carla Fowler,700002,2.5,13:00-14:00,Peak,East,1,1
2024-04-14 09:40:48.900100608,UID000072,Roberto Pacheco,700003,2.5,11:00-12:00,Heavy,East,1,3
2024-04-14 09:42:03.015094016,UID000004,John Wilson,700020,4.5,09:00-10:00,Heavy,West,1,0
2024-04-14 09:44:36.667553792,UID000057,Terri Miller,700020,4.5,11:00-12:00,Moderate,South,1,5
2024-04-14 09:55:41.158510848,UID000009,Jason Hernandez,700005,4.0,09:00-10:00,Heavy,East,1,2
2024-04-14 09:58:44.655835648,UID000054,Taylor Reeves,700005,4.0,11:00-12:00,Heavy,West,1,0
2024-04-14 10:07:09.533559296,UID000037,Nicole Diaz,700010,2.0,17:00-18:00,Moderate,West,1,1
2024-04-14 10:15:50.598166784,UID000015,Wanda Foster,700014,4.0,12:00-13:00,Heavy,Central,0,0
2024-04-14 10:35:04.416986624,UID000027,Brian Morales,700013,5.5,09:00-10:00,Heavy,Central,0,0
2024-04-14 10:37:37.670536960,UID000056,Nicole Beltran DDS,700019,6.5,11:00-12:00,Heavy,South,1,2
2024-04-14 10:44:45.999745792,UID000020,Mackenzie Williams,700005,4.0,12:00-13:00,Moderate,Central,1,5
2024-04-14 10:50:35.535029504,UID000066,James Thompson,700015,4.5,16:00-17:00,Heavy,West,1,5
2024-04-14 10:51:43.614657024,UID000092,Joel Maldonado,700007,5.5,11:00-12:00,Heavy,East,1,1
2024-04-14 11:11:39.153256704,UID000063,Angela Mora,700007,5.5,17:00-18:00,Peak,Central,0,0
2024-04-14 11:19:27.485448192,UID000005,Raymond Hill,700012,4.0,13:00-14:00,Moderate,South,1,3
2024-04-14 11:22:12.520366848,UID000080,Holly Young,700013,5.5,14:00-15:00,Heavy,Central,1,3
2024-04-14 11:26:30.614334720,UID000026,Mr. Mark Gonzales,700007,5.5,13:00-14:00,Heavy,West,0,0
2024-04-14 11:31:36.581334784,UID000074,Jerry Gordon,700008,3.5,12:00-13:00,Moderate,North,1,0
2024-04-14 11:32:04.705589760,UID000079,Latoya Ray,700019,6.5,10:00-11:00,Peak,North,1,1
2024-04-14 11:46:22.537001984,UID000039,Richard Simmons,700005,4.0,14:00-15:00,Moderate,Central,1,0
2024-04-14 11:51:21.865818880,UID000075,Donald Griffin,700009,6.0,11:00-12:00,Peak,West,1,1
2024-04-14 11:54:58.473988608,UID000013,Linda Waller,700009,6.0,15:00-16:00,Heavy,Central,1,2
2024-04-14 11:59:51.530162688,UID000089,John Lane,700015,4.5,14:00-15:00,Heavy,North,1,2
2024-04-14 12:00:24.939843584,UID000071,Samuel Johnson,700010,2.0,17:00-18:00,Moderate,South,1,0
2024-04-14 12:04:35.305617920,UID000014,Leslie Allen,700011,7.0,11:00-12:00,Moderate,Central,0,0
2024-04-14 12:12:34.118335232,UID000083,Mark Schneider,700011,7.0,13:00-14:00,Light,East,1,4
2024-04-14 12:17:03.074249216,UID000096,Jason Smith,700014,4.0,14:00-15:00,Light,South,1,4
2024-04-14 12:26:39.666018560,UID000042,Nicholas Owens,700005,4.0,12:00-13:00,Light,West,1,5
2024-04-14 12:34:23.707906560,UID000055,Jessica Phillips,700014,4.0,15:00-16:00,Light,North,1,5
2024-04-14 12:34:44.979697408,UID000091,Michael Rodriguez,700019,6.5,17:00-18:00,Moderate,East,1,5
2024-04-14 12:34:50.538623232,UID000078,James Brown,700011,7.0,17:00-18:00,Light,South,0,0
2024-04-14 12:35:17.483025664,UID000061,George Washington,700020,4.5,14:00-15:00,Light,West,1,1
2024-04-14 12:49:18.632154112,UID000058,Miss Jamie Tyler,700012,4.0,13:00-14:00,Moderate,East,0,0
2024-04-14 12:52:11.775474944,UID000053,Wayne Owens,700011,7.0,10:00-11:00,Light,North,1,5
2024-04-14 12:54:32.694763520,UID000063,Angela Mora,700007,5.5,14:00-15:00,Light,West,1,2
2024-04-14 12:55:51.840776192,UID000030,Gabrielle Camacho,700001,2.0,13:00-14:00,Moderate,South,1,1
2024-04-14 13:06:10.114592768,UID000014,Leslie Allen,700011,7.0,12:00-13:00,Moderate,North,1,0
2024-04-14 13:10:43.202558720,UID000027,Brian Morales,700013,5.5,12:00-13:00,Moderate,South,1,3
2024-04-14 13:13:20.721777408,UID000021,Allen Gonzalez,700007,5.5,12:00-13:00,Moderate,East,1,5
2024-04-14 13:15:00.257406208,UID000017,Christina Evans,700010,2.0,09:00-10:00,Light,North,1,4
2024-04-14 13:16:03.386973440,UID000012,Vincent Doyle,700011,7.0,12:00-13:00,Light,Central,0,0
2024-04-14 13:16:58.386382336,UID000010,Madison Gonzalez,700007,5.5,10:00-11:00,Light,Central,1,2
2024-04-14 13:19:24.708730368,UID000035,Christina Duran,700011,7.0,09:00-10:00,Light,Central,1,5
2024-04-14 13:34:02.841115904,UID000070,Sarah Petty,700008,3.5,10:00-11:00,Moderate,South,1,2
2024-04-14 13:37:51.733489920,UID000045,Douglas Murphy,700004,2.5,11:00-12:00,Moderate,Central,1,5
2024-04-14 13:56:35.881227776,UID000098,Calvin Roberts,700011,7.0,17:00-18:00,Light,Central,1,4
2024-04-14 14:09:31.488072448,UID000034,Michael Horton,700007,5.5,16:00-17:00,Light,Central,1,3
2024-04-14 14:12:14.125621760,UID000063,Angela Mora,700007,5.5,17:00-18:00,Moderate,Central,1,4
2024-04-14 14:23:47.031884800,UID000081,Dorothy Kim,700014,4.0,15:00-16:00,Light,North,1,4
2024-04-14 14:28:25.684950016,UID000082,Maria Cook,700015,4.5,16:00-17:00,Light,West,1,5
2024-04-14 14:35:33.241872128,UID000086,Chris Bolton,700012,4.0,14:00-15:00,Moderate,South,0,0
2024-04-14 14:40:40.493163264,UID000047,Jessica Martinez,700012,4.0,13:00-14:00,Moderate,East,0,0
2024-04-14 14:51:50.370776832,UID000058,Miss Jamie Tyler,700012,4.0,12:00-13:00,Light,North,1,1
2024-04-14 15:02:49.741007616,UID000097,Jamie Higgins,700014,4.0,13:00-14:00,Moderate,West,1,2
2024-04-14 15:06:59.468669184,UID000076,Brittany Miller,700006,5.0,17:00-18:00,Light,North,0,0
2024-04-14 15:20:35.013040384,UID000024,Andrew Hansen,700017,6.0,13:00-14:00,Moderate,North,1,2
2024-04-14 15:26:16.357519872,UID000017,Christina Evans,700010,2.0,12:00-13:00,Light,West,1,5
2024-04-14 15:28:11.696761856,UID000081,Dorothy Kim,700014,4.0,09:00-10:00,Light,West,1,3
2024-04-14 15:44:01.951446272,UID000020,Mackenzie Williams,700005,4.0,11:00-12:00,Light,West,1,0
2024-04-14 15:46:46.539769088,UID000073,Michael Gonzalez,700004,2.5,14:00-15:00,Light,West,0,0
2024-04-14 16:01:20.093463552,UID000005,Raymond Hill,700012,4.0,14:00-15:00,Light,Central,1,0
2024-04-14 16:08:31.521311744,UID000087,Christopher Stephens,700010,2.0,11:00-12:00,Light,Central,1,5
2024-04-14 16:22:28.114805248,UID000067,Gabriel Lara,700011,7.0,14:00-15:00,Light,North,1,3
2024-04-14 16:23:59.736718336,UID000084,Charles Martinez,700015,4.5,11:00-12:00,Light,West,1,4
2024-04-14 16:25:38.112999168,UID000007,Sarah Parsons,700003,2.5,11:00-12:00,Light,Central,1,4
2024-04-14 16:29:00.355188736,UID000035,Christina Duran,700011,7.0,11:00-12:00,Light,North,1,4
2024-04-14 16:30:44.573188096,UID000002,Richard Miller,700012,4.0,11:00-12:00,Light,North,1,2
2024-04-14 16:38:19.660530944,UID000052,Karina Cuevas,700018,6.0,14:00-15:00,Light,East,1,1
2024-04-14 16:40:03.281031424,UID000051,Stacy Sanchez,700013,5.5,10:00-11:00,Light,North,1,5
2024-04-14 16:46:20.488729856,UID000075,Donald Griffin,700009,6.0,10:00-11:00,Light,South,1,2
2024-04-14 16:56:52.986700800,UID000056,Nicole Beltran DDS,700019,6.5,09:00-10:00,Light,North,0,0
2024-04-14 17:00:00.029258752,UID000036,Michele Gonzalez,700002,2.5,16:00-17:00,Moderate,West,1,2
2024-04-14 17:06:39.012927232,UID000019,Michael Johnson,700003,2.5,17:00-18:00,Moderate,Central,0,0
2024-04-14 17:20:57.223697152,UID000015,Wanda Foster,700014,4.0,13:00-14:00,Moderate,North,1,4
2024-04-14 17:22:00.198631424,UID000055,Jessica Phillips,700014,4.0,15:00-16:00,Light,East,1,2
2024-04-14 17:34:59.309420544,UID000065,Michael Farmer,700002,2.5,17:00-18:00,Moderate,East,0,0
2024-04-14 17:49:53.321385728,UID000095,Mr. Kevin Mckinney,700001,2.0,13:00-14:00,Moderate,West,1,2
2024-04-14 18:17:06.832894976,UID000044,Barbara Morgan,700019,6.5,13:00-14:00,Light,North,1,1
2024-04-14 18:17:30.402824960,UID000000,Kathleen Watkins,700019,6.5,14:00-15:00,Light,South,1,0
2024-04-14 18:22:12.621026816,UID000038,Cynthia Anderson,700019,6.5,16:00-17:00,Light,North,0,0
2024-04-14 18:22:32.107810304,UID000076,Brittany Miller,700006,5.0,16:00-17:00,Moderate,North,1,3
2024-04-14 18:30:58.886667008,UID000085,Erica Cummings,700012,4.0,12:00-13:00,Light,East,1,1
2024-04-14 18:37:49.896727296,UID000036,Michele Gonzalez,700002,2.5,13:00-14:00,Light,West,0,0
2024-04-14 18:53:01.222830592,UID000092,Joel Maldonado,700007,5.5,12:00-13:00,Moderate,Central,1,0
2024-04-14 18:55:42.433072896,UID000018,Jeremy Ho,700020,4.5,14:00-15:00,Moderate,North,0,0
2024-04-14 18:59:02.969680384,UID000048,Betty Harper,700005,4.0,10:00-11:00,Light,North,1,4
2024-04-14 19:03:45.578680064,UID000041,Kristen Miller,700001,2.0,10:00-11:00,Light,North,1,1
2024-04-14 19:16:20.959232512,UID000023,Eric Parker,700001,2.0,10:00-11:00,Light,East,1,4
2024-04-14 19:18:57.635394048,UID000011,Lynn Adams,700001,2.0,16:00-17:00,Moderate,West,0,0
2024-04-14 19:19:05.428044288,UID000003,Anthony Zimmerman,700003,2.5,13:00-14:00,Light,East,0,0
2024-04-14 19:23:17.498608128,UID000005,Raymond Hill,700012,4.0,13:00-14:00,Light,South,1,5
2024-04-14 19:42:01.221114112,UID000025,Michael Sparks,700003,2.5,12:00-13:00,Moderate,South,1,2
2024-04-14 19:55:04.398663680,UID000043,Patricia Smith,700013,5.5,15:00-16:00,Moderate,West,1,4
2024-04-14 20:01:20.982481152,UID000031,Derek Harris,700006,5.0,13:00-14:00,Light,West,1,1
2024-04-14 20:03:26.470446336,UID000063,Angela Mora,700007,5.5,13:00-14:00,Light,West,0,0
2024-04-14 20:11:29.352942080,UID000056,Nicole Beltran DDS,700019,6.5,15:00-16:00,Light,North,1,5
2024-04-14 20:21:04.800011776,UID000052,Karina Cuevas,700018,6.0,09:00-10:00,Light,East,0,0
2024-04-14 20:21:06.193410816,UID000039,Richard Simmons,700005,4.0,12:00-13:00,Light,South,1,3
2024-04-14 20:27:59.026445056,UID000049,William Salas,700015,4.5,12:00-13:00,Moderate,South,1,4
2024-04-14 20:53:56.012421632,UID000001,Shawn Zuniga,700001,2.0,11:00-12:00,Moderate,West,0,0
2024-04-14 21:09:10.589776640,UID000033,Kim Gardner,700007,5.5,12:00-13:00,Light,East,0,0
2024-04-14 21:22:28.991021568,UID000018,Jeremy Ho,700020,4.5,16:00-17:00,Moderate,East,1,4
2024-04-14 21:24:52.451748096,UID000090,Sarah Walters,700011,7.0,16:00-17:00,Light,North,0,0
2024-04-14 21:32:57.323623680,UID000053,Wayne Owens,700011,7.0,09:00-10:00,Light,West,1,4
2024-04-14 21:52:36.951718912,UID000081,Dorothy Kim,700014,4.0,16:00-17:00,Light,East,1,2
2024-04-14 21:54:26.571762176,UID000050,Monica Smith,700020,4.5,17:00-18:00,Moderate,Central,0,0
2024-04-14 21:58:42.452860416,UID000098,Calvin Roberts,700011,7.0,09:00-10:00,Moderate,West,1,2
2024-04-14 21:59:05.524487936,UID000083,Mark Schneider,700011,7.0,10:00-11:00,Moderate,North,1,5
2024-04-14 22:07:53.891908864,UID000046,Michelle Howard,700019,6.5,10:00-11:00,Moderate,North,1,0
2024-04-14 22:11:04.953668352,UID000025,Michael Sparks,700003,2.5,14:00-15:00,Light,Central,1,0
2024-04-14 22:12:35.413848576,UID000080,Holly Young,700013,5.5,10:00-11:00,Light,North,1,3
2024-04-14 22:12:55.674471168,UID000023,Eric Parker,700001,2.0,10:00-11:00,Moderate,East,1,4
2024-04-14 22:18:43.046319104,UID000026,Mr. Mark Gonzales,700007,5.5,17:00-18:00,Moderate,Central,1,5
2024-04-14 22:27:13.870234880,UID000041,Kristen Miller,700001,2.0,17:00-18:00,Light,East,1,1
2024-04-14 22:41:00.858312192,UID000029,James Berry,700019,6.5,11:00-12:00,Moderate,North,1,2
2024-04-14 22:42:52.085290240,UID000089,John Lane,700015,4.5,10:00-11:00,Moderate,North,1,2
2024-04-14 22:44:48.322851584,UID000016,Julie Sims,700003,2.5,15:00-16:00,Light,West,1,5
2024-04-14 22:53:19.553389056,UID000068,Billy Munoz MD,700010,2.0,13:00-14:00,Light,North,1,3
2024-04-14 22:54:18.050107904,UID000022,Mr. Michael Robinson,700006,5.0,14:00-15:00,Moderate,South,0,0
2024-04-14 22:56:31.923266304,UID000052,Karina Cuevas,700018,6.0,11:00-12:00,Light,Central,1,5
2024-04-14 22:58:25.249499904,UID000002,Richard Miller,700012,4.0,14:00-15:00,Light,Central,1,5
2024-04-14 22:59:14.464477952,UID000006,Cathy Hawkins,700006,5.0,10:00-11:00,Moderate,West,1,2
2024-04-14 23:01:01.423705344,UID000009,Jason Hernandez,700005,4.0,14:00-15:00,Moderate,North,1,2
2024-04-14 23:02:30.886333952,UID000073,Michael Gonzalez,700004,2.5,11:00-12:00,Light,South,1,0
2024-04-14 23:08:52.476741120,UID000077,Whitney Reyes,700013,5.5,13:00-14:00,Light,North,1,1
2024-04-14 23:12:14.645750016,UID000014,Leslie Allen,700011,7.0,13:00-14:00,Light,East,0,0
2024-04-14 23:13:07.927233280,UID000004,John Wilson,700020,4.5,13:00-14:00,Moderate,East,1,0
2024-04-14 23:21:56.803159552,UID000036,Michele Gonzalez,700002,2.5,17:00-18:00,Light,North,1,2
2024-04-14 23:32:38.995783936,UID000069,Jerry Thomas,700011,7.0,16:00-17:00,Moderate,North,1,0
2024-04-14 23:46:32.578963200,UID000086,Chris Bolton,700012,4.0,16:00-17:00,Light,West,1,3
2024-04-14 23:47:37.667107072,UID000054,Taylor Reeves,700005,4.0,14:00-15:00,Light,East,1,3
2024-04-14 23:53:19.787771136,UID000027,Brian Morales,700013,5.5,12:00-13:00,Light,North,1,2
2024-04-15 00:34:33.942413056,UID000072,Roberto Pacheco,700003,2.5,13:00-14:00,Light,East,1,2
2024-04-15 00:37:23.827338496,UID000036,Michele Gonzalez,700002,2.5,12:00-13:00,Light,South,1,1
2024-04-15 00:40:46.347265536,UID000048,Betty Harper,700005,4.0,11:00-12:00,Light,South,0,0
2024-04-15 00:53:20.379400960,UID000099,Angela Jones,700007,5.5,14:00-15:00,Moderate,West,1,4
2024-04-15 01:06:24.779792128,UID000008,Kelly Barrett,700018,6.0,17:00-18:00,Light,South,1,1
2024-04-15 01:12:00.958840320,UID000085,Erica Cummings,700012,4.0,11:00-12:00,Light,West,1,1
2024-04-15 01:15:26.058606592,UID000043,Patricia Smith,700013,5.5,11:00-12:00,Moderate,South,1,0
2024-04-15 01:15:32.416389632,UID000038,Cynthia Anderson,700019,6.5,16:00-17:00,Light,North,1,0
2024-04-15 01:19:52.773347840,UID000093,Gregory Cochran,700001,2.0,15:00-16:00,Light,East,1,5
2024-04-15 01:27:13.787370240,UID000079,Latoya Ray,700019,6.5,13:00-14:00,Moderate,North,1,5
2024-04-15 01:42:10.894396160,UID000037,Nicole Diaz,700010,2.0,10:00-11:00,Light,North,1,4
2024-04-15 01:47:47.629007104,UID000060,Donald Davis,700004,2.5,11:00-12:00,Moderate,West,0,0
2024-04-15 01:51:47.370389504,UID000062,James Williams,700018,6.0,10:00-11:00,Light,Central,1,2
2024-04-15 01:57:24.493246208,UID000052,Karina Cuevas,700018,6.0,16:00-17:00,Moderate,East,1,5
2024-04-15 01:58:44.841701888,UID000032,Thomas Gonzales,700006,5.0,10:00-11:00,Moderate,East,1,4
2024-04-15 02:06:40.496287488,UID000092,Joel Maldonado,700007,5.5,15:00-16:00,Light,North,0,0
2024-04-15 02:09:22.635738624,UID000034,Michael Horton,700007,5.5,09:00-10:00,Light,Central,1,3
2024-04-15 02:20:09.063872256,UID000024,Andrew Hansen,700017,6.0,16:00-17:00,Light,North,0,0
2024-04-15 02:25:17.975187456,UID000033,Kim Gardner,700007,5.5,10:00-11:00,Light,Central,1,0
2024-04-15 02:29:44.118704640,UID000021,Allen Gonzalez,700007,5.5,17:00-18:00,Light,East,1,4
2024-04-15 02:35:15.180975872,UID000030,Gabrielle Camacho,700001,2.0,16:00-17:00,Moderate,South,0,0
2024-04-15 02:49:58.126110976,UID000004,John Wilson,700020,4.5,13:00-14:00,Moderate,North,1,2
2024-04-15 02:50:05.935753728,UID000028,Frank Bell,700002,2.5,12:00-13:00,Moderate,Central,1,4
2024-04-15 02:59:44.197391360,UID000091,Michael Rodriguez,700019,6.5,12:00-13:00,Moderate,Central,0,0
